id,date,prix,ville,nombre_lots,lot1_surface1,lot2_surface1,lot3_surface1,lot4_surface1,lot5_surface1,type,surface2,nombre_pieces,nature_culture,surface_terrain
761,2018-01-31,240300.0,B,0,,,,,,Maison,169.0,7.0,sols,301.0
762,2016-07-07,100000.0,D,2,21.28,,,,,Appartement,28.0,1.0,,
763,2015-03-31,38000.0,B,2,30.56,,,,,Appartement,30.0,1.0,,
764,2019-04-03,515000.0,C,2,42.0,,,,,Appartement,42.0,2.0,,
765,2016-04-15,814126.0,D,3,,74.16,,,,Appartement,71.0,3.0,,
766,2016-09-26,270000.0,D,2,,45.37,,,,Appartement,58.0,3.0,,
767,2019-05-13,60000.0,D,1,,,,,,Dépendance,,0.0,,
768,2018-01-08,950600.0,D,3,85.69,,,,,Appartement,78.0,5.0,,
769,2017-02-04,34500.0,B,1,17.78,,,,,Appartement,20.0,1.0,,
770,2015-03-03,365000.0,C,2,36.51,,,,,Appartement,39.0,2.0,,
771,2015-07-09,529500.0,D,2,,55.06,,,,Appartement,55.0,1.0,,
772,2018-11-22,285000.0,D,2,,32.8,,,,Appartement,32.0,2.0,,
773,2016-12-08,20000.0,C,1,4.85,,,,,Appartement,69.0,2.0,,
774,2017-02-24,371000.0,D,2,,44.65,,,,Appartement,41.0,1.0,,
775,2017-12-08,36000.0,C,1,,,,,,Dépendance,,0.0,,
776,2015-05-05,70000.0,D,1,8.57,,,,,Dépendance,,0.0,,
777,2018-10-23,201000.0,B,0,,,,,,Maison,115.0,6.0,sols,354.0
778,2017-07-11,6500000.0,C,16,,,,,,Local industriel. commercial ou assimilé,269.0,0.0,,
779,2016-07-18,630000.0,D,2,65.3,,,,,Appartement,65.0,3.0,,
780,2018-04-27,2105000.0,C,2,192.1,,,,,Appartement,200.0,5.0,,
781,2015-06-19,79000.0,C,1,8.43,,,,,Dépendance,,0.0,,
782,2019-10-07,645650.0,C,2,52.83,,,,,Appartement,55.0,3.0,,
783,2019-12-11,43000.0,D,1,,,,,,Dépendance,,0.0,,
784,2017-01-25,70900.0,B,2,72.39,,,,,Appartement,71.0,4.0,,
785,2019-04-15,160000.0,C,1,,,,,,Local industriel. commercial ou assimilé,13.0,0.0,,
786,2018-10-12,30000.0,B,2,,44.26,,,,Appartement,43.0,2.0,,
787,2019-02-20,116300.0,B,2,64.17,,,,,Appartement,63.0,3.0,,
788,2018-02-28,451500.0,D,1,41.88,,,,,Appartement,42.0,2.0,,
789,2017-02-03,62000.0,B,1,,,,,,Local industriel. commercial ou assimilé,46.0,0.0,,
790,2017-06-15,1245000.0,D,1,109.84,,,,,Appartement,135.0,4.0,,
791,2018-07-03,346300.0,C,1,30.06,,,,,Appartement,29.0,1.0,,
792,2016-03-15,1270000.0,D,3,137.95,,,,,Appartement,135.0,5.0,,
793,2019-05-09,657000.0,C,8,,,,,,Appartement,60.0,4.0,,
794,2015-07-27,717000.0,C,2,,71.04,,,,Appartement,68.0,3.0,,
795,2019-10-31,95000.0,C,1,12.87,,,,,Appartement,12.0,1.0,,
796,2015-12-29,172800.0,D,1,43.87,,,,,Appartement,45.0,1.0,,
797,2015-11-18,650000.0,C,2,62.3,,,,,Local industriel. commercial ou assimilé,113.0,0.0,,
798,2018-10-24,20700.0,B,0,,,,,,Maison,55.0,3.0,sols,191.0
799,2017-09-29,212000.0,D,1,18.72,,,,,Dépendance,,0.0,,
800,2019-09-20,90000.0,D,1,8.28,,,,,Dépendance,,0.0,,
801,2018-11-15,428100.0,D,1,30.06,,,,,Maison,35.0,2.0,,
802,2015-07-07,104500.0,B,0,,,,,,Maison,105.0,5.0,sols,246.0
803,2018-11-19,120000.0,C,1,14.58,,,,,Dépendance,,0.0,,
804,2015-11-13,420000.0,B,0,,,,,,Maison,198.0,8.0,sols,261.0
805,2016-06-30,43000.0,B,1,51.56,,,,,Appartement,118.0,0.0,,
806,2015-02-23,5000.0,C,1,,,,,,Dépendance,,0.0,,
807,2016-04-22,110000.0,A,0,,,,,,Maison,84.0,4.0,sols,599.0
808,2018-09-19,231000.0,D,1,17.0,,,,,Appartement,17.0,1.0,,
809,2018-09-19,45000.0,D,1,,,,,,Dépendance,,0.0,,
810,2017-07-28,558000.0,D,1,56.4,,,,,Appartement,56.0,2.0,,
811,2015-10-28,73000.0,B,2,,,,,,Appartement,68.0,3.0,,
812,2015-05-30,97000.0,B,0,,,,,,Maison,70.0,4.0,sols,228.0
813,2016-03-03,25100.0,B,1,17.13,,,,,Appartement,20.0,1.0,,
814,2015-09-08,97200.0,B,2,,65.4,,,,Appartement,65.0,3.0,,
815,2015-04-20,254500.0,C,2,26.73,,,,,Appartement,29.0,1.0,,
816,2019-05-10,465000.0,D,2,42.68,,,,,Appartement,50.0,2.0,,
817,2018-09-07,800000.0,D,2,,60.07,,,,Local industriel. commercial ou assimilé,77.0,0.0,,
818,2016-07-20,80000.0,C,2,7.84,,,,,Appartement,9.0,1.0,,
819,2016-04-11,113300.0,D,1,9.68,,,,,Dépendance,,0.0,,
820,2018-11-20,400000.0,D,2,33.97,,,,,Appartement,38.0,1.0,,
821,2018-04-24,615508.0,C,2,52.28,,,,,Appartement,63.0,2.0,,
822,2018-01-26,163000.0,A,0,,,,,,Maison,161.0,4.0,sols,1909.0
823,2018-12-21,145050.0,B,0,,,,,,Maison,57.0,4.0,sols,424.0
824,2016-08-22,185000.0,D,1,15.24,,,,,Appartement,13.0,1.0,,
825,2016-05-30,600000.0,C,3,66.77,,,,,Local industriel. commercial ou assimilé,80.0,0.0,,
826,2016-06-28,1128000.0,D,2,111.07,,,,,Appartement,107.0,4.0,,
827,2016-10-10,867500.0,C,2,70.05,,,,,Appartement,72.0,3.0,,
828,2016-09-26,44000.0,D,1,,,,,,Dépendance,,0.0,,
829,2015-01-13,1240000.0,C,2,134.12,,,,,Appartement,132.0,3.0,,
830,2018-10-31,457550.0,D,2,46.28,,,,,Appartement,49.0,2.0,,
831,2017-07-19,915000.0,D,2,107.6,,,,,Appartement,86.0,3.0,,
832,2019-04-17,128000.0,B,2,,33.0,,,,Local industriel. commercial ou assimilé,100.0,0.0,,
833,2017-03-29,2885000.0,D,1,211.04,,,,,Maison,140.0,3.0,,
834,2019-10-16,100000.0,C,1,,,,,,Dépendance,,0.0,,
835,2019-05-20,600000.0,D,1,52.34,,,,,Local industriel. commercial ou assimilé,48.0,0.0,,
836,2018-10-11,650.0,D,1,,,,,,Appartement,115.0,4.0,,
837,2019-01-25,300000.0,D,1,31.95,,,,,Appartement,34.0,1.0,,
838,2017-02-02,830000.0,C,1,69.25,,,,,Appartement,69.0,2.0,,
839,2016-09-27,1000000.0,C,1,82.23,,,,,Appartement,84.0,3.0,,
840,2017-10-02,1310900.0,D,2,81.71,,,,,Appartement,80.0,4.0,,
841,2016-10-07,122000.0,D,2,,,,,,Appartement,15.0,1.0,,
842,2019-04-08,900000.0,C,2,62.1,,,,,Local industriel. commercial ou assimilé,90.0,0.0,,
843,2017-02-02,170000.0,C,2,18.45,,,,,Appartement,21.0,1.0,,
844,2019-03-07,145000.0,B,0,,,,,,Maison,84.0,5.0,sols,447.0
845,2016-06-28,157000.0,B,0,,,,,,Maison,122.0,4.0,sols,274.0
846,2018-08-01,624900.0,D,1,64.69,,,,,Appartement,65.0,4.0,,
847,2015-01-29,50000.0,B,0,,,,,,Maison,85.0,0.0,sols,54.0
848,2016-10-18,100000.0,D,1,10.1,,,,,Dépendance,,0.0,,
849,2018-01-11,52000.0,D,1,,,,,,Dépendance,,0.0,,
850,2015-05-18,1611000.0,D,1,142.67,,,,,Appartement,175.0,4.0,,
851,2017-03-28,246500.0,C,1,20.9,,,,,Appartement,20.0,1.0,,
852,2019-03-07,52000.0,A,0,,,,,,Maison,106.0,5.0,sols,389.0
853,2016-12-30,60000.0,B,1,36.58,,,,,Appartement,29.0,2.0,,
854,2018-04-20,80000.0,C,1,8.61,,,,,Dépendance,,0.0,,
855,2017-12-27,1110000.0,C,1,66.68,,,,,Appartement,65.0,2.0,,
856,2015-12-04,50000.0,D,1,,,,,,Dépendance,,0.0,,
857,2015-06-19,60000.0,A,0,,,,,,Maison,49.0,2.0,sols,466.0
858,2017-04-18,335000.0,D,1,40.58,,,,,Appartement,36.0,2.0,,
859,2019-06-25,215000.0,C,1,23.49,,,,,Appartement,23.0,1.0,,
860,2015-07-17,1100000.0,D,2,106.68,,,,,Appartement,115.0,5.0,,
861,2016-12-22,62000.0,B,2,61.24,,,,,Appartement,57.0,3.0,,
862,2018-02-05,58000.0,D,1,,,,,,Dépendance,,0.0,,
863,2015-10-20,2780400.0,D,0,,,,,,Maison,220.0,9.0,sols,151.0
864,2015-04-20,1232000.0,D,2,,133.3,,,,Appartement,141.0,5.0,,
865,2019-02-20,110000.0,A,0,,,,,,Maison,83.0,4.0,sols,844.0
866,2017-12-20,774000.0,D,1,91.92,,,,,Appartement,90.0,3.0,,
867,2018-07-20,220800.0,C,1,,,,,,Appartement,15.0,1.0,,
868,2016-02-23,30000.0,D,1,,,,,,Dépendance,,0.0,,
869,2017-03-30,85000.0,D,1,10.04,,,,,Dépendance,,0.0,,
870,2017-01-12,50000.0,D,1,,,,,,Dépendance,,0.0,,
871,2017-03-22,510000.0,C,1,43.48,,,,,Appartement,44.0,2.0,,
872,2016-09-23,79000.0,D,1,8.94,,,,,Dépendance,,0.0,,
873,2019-10-10,1000000.0,C,2,51.28,,,,,Appartement,55.0,1.0,,
874,2017-04-18,77000.0,B,2,73.45,,,,,Appartement,74.0,4.0,,
875,2017-10-30,35000.0,D,1,,,,,,Dépendance,,0.0,,
876,2016-01-08,21700.0,C,1,4.34,,,,,Dépendance,,0.0,,
877,2019-11-08,1230700.0,C,2,84.78,,,,,Appartement,89.0,2.0,,
878,2018-05-16,780000.0,D,2,,74.62,,,,Appartement,68.0,3.0,,
879,2017-06-30,165140.0,B,0,,,,,,Maison,123.0,6.0,sols,225.0
880,2018-11-12,380000.0,C,2,,59.09,,,,Appartement,58.0,2.0,,
881,2018-07-26,18000.0,C,1,,,,,,Dépendance,,0.0,,
882,2018-07-06,160000.0,D,1,16.7,,,,,Appartement,20.0,1.0,,
883,2017-12-06,37000.0,D,1,,,,,,Dépendance,,0.0,,
884,2017-02-27,318000.0,C,1,25.9,,,,,Appartement,26.0,1.0,,
885,2017-08-31,825000.0,D,1,96.0,,,,,Local industriel. commercial ou assimilé,109.0,0.0,,
886,2018-10-03,180000.0,B,2,,,,,,Local industriel. commercial ou assimilé,436.0,0.0,,
887,2016-05-26,670000.0,D,2,63.5,,,,,Appartement,74.0,3.0,,
888,2017-01-17,205000.0,D,1,13.97,,,,,Appartement,15.0,2.0,,
889,2016-11-22,80000.0,D,1,13.04,,,,,Appartement,15.0,1.0,,
890,2019-05-15,45000.0,D,1,,,,,,Dépendance,,0.0,,
891,2018-09-21,25000.0,C,1,,,,,,Appartement,9.0,1.0,,
892,2015-11-05,457347.05,C,2,8.53,173.17,,,,Appartement,408.0,0.0,,
893,2017-09-06,879750.0,D,2,75.17,,,,,Appartement,80.0,2.0,,
894,2015-08-27,124000.0,B,0,,,,,,Maison,155.0,6.0,sols,412.0
895,2016-01-22,18000.0,D,1,,,,,,Dépendance,10.0,0.0,,
896,2015-09-04,208000.0,B,0,,,,,,Maison,98.0,5.0,sols,642.0
897,2018-06-11,50000.0,D,1,,,,,,Dépendance,,0.0,,
898,2015-11-18,51200.0,B,1,,,,,,Appartement,64.0,2.0,,
899,2018-12-31,57000.0,B,2,,,,,,Appartement,62.0,3.0,,
900,2017-11-27,846830.0,D,1,88.5,,,,,Appartement,90.0,4.0,,
901,2015-11-25,101600.0,D,1,14.9,,,,,Dépendance,,0.0,,
902,2019-11-22,264200.0,D,1,24.24,,,,,Appartement,27.0,1.0,,
903,2016-07-28,64000.0,B,3,43.75,,,,,Appartement,48.0,2.0,,
904,2016-10-27,80000.0,C,1,10.26,,,,,Dépendance,,0.0,,
905,2015-06-02,130000.0,B,0,,,,,,Maison,107.0,6.0,sols,662.0
906,2018-12-01,35000.0,A,0,,,,,,Maison,38.0,2.0,sols,374.0
907,2018-10-19,343000.0,D,2,27.35,,,,,Appartement,26.0,1.0,,
908,2015-04-17,160600.0,B,0,,,,,,Maison,64.0,3.0,sols,168.0
909,2017-09-20,138000.0,B,0,,,,,,Maison,98.0,6.0,sols,392.0
910,2019-10-29,1308135.0,C,2,82.28,,,,,Appartement,86.0,4.0,,
911,2018-04-12,55000.0,B,1,26.94,,,,,Appartement,30.0,2.0,,
912,2015-05-29,121000.0,B,0,,,,,,Maison,78.0,4.0,sols,346.0
913,2018-12-29,56000.0,B,1,35.66,,,,,Appartement,37.0,1.0,,
914,2017-04-20,375000.0,C,2,41.26,,,,,Appartement,40.0,2.0,,
915,2016-06-24,114000.0,A,0,,,,,,Maison,98.0,4.0,sols,579.0
916,2019-06-21,2740000.0,D,0,,,,,,Maison,240.0,7.0,sols,127.0
917,2019-07-25,420000.0,D,1,,,,,,Appartement,41.0,2.0,,
918,2018-02-21,40000.0,B,1,17.74,,,,,Appartement,15.0,1.0,,
919,2019-01-09,187000.0,C,2,18.81,,,,,Appartement,15.0,2.0,,
920,2015-05-28,70000.0,D,1,,,,,,Dépendance,,0.0,,
921,2018-03-14,1656450.0,D,5,126.6,,,,,Appartement,125.0,5.0,,
922,2017-02-01,430000.0,D,2,,53.45,,,,Appartement,53.0,2.0,,
923,2016-04-01,728500.0,C,1,76.56,,,,,Appartement,67.0,3.0,,
924,2015-09-04,4200000.0,D,0,,,,,,Maison,272.0,10.0,sols,626.0
925,2018-03-16,2360000.0,D,3,239.48,,,,,Appartement,236.0,6.0,,
926,2019-03-12,53500.0,D,1,,,,,,Dépendance,,0.0,,
927,2016-10-07,195000.0,B,0,,,,,,Maison,96.0,5.0,sols,454.0
928,2015-10-27,63500.0,B,1,45.14,,,,,Appartement,26.0,1.0,,
929,2018-02-19,27000.0,D,1,,,,,,Dépendance,,0.0,,
930,2015-06-30,80000.0,B,2,85.41,,,,,Appartement,86.0,4.0,,
931,2015-07-31,273000.0,C,1,31.78,,,,,Appartement,30.0,1.0,,
932,2018-02-01,63125.0,B,2,,66.85,,,,Appartement,67.0,3.0,,
933,2017-01-10,45000.0,B,1,26.84,,,,,Appartement,27.0,1.0,,
934,2018-07-07,26000.0,A,0,,,,,,Maison,53.0,2.0,sols,580.0
935,2015-10-01,519250.0,D,2,,48.01,,,,Appartement,47.0,1.0,,
936,2016-07-15,40000.0,B,2,44.97,,,,,Appartement,43.0,2.0,,
937,2019-09-03,817030.0,D,2,,62.25,,,,Appartement,61.0,3.0,,
938,2018-06-26,424000.0,D,1,50.18,,,,,Appartement,51.0,2.0,,
939,2016-02-04,1621000.0,C,2,172.03,,,,,Appartement,166.0,5.0,,
940,2017-11-30,600000.0,C,2,,,,,,Dépendance,,0.0,,
941,2018-09-28,288000.0,D,2,,,,,,Appartement,36.0,2.0,,
942,2016-09-17,176000.0,B,0,,,,,,Maison,81.0,5.0,sols,436.0
943,2017-12-26,46000.0,B,1,24.61,,,,,Appartement,25.0,1.0,,
944,2016-03-10,185000.0,D,1,27.3,,,,,Appartement,30.0,1.0,,
945,2018-11-09,870000.0,D,2,63.51,,,,,Appartement,74.0,3.0,,
946,2015-01-29,425000.0,D,2,,47.5,,,,Appartement,50.0,2.0,,
947,2017-06-07,105000.0,D,1,,,,,,Appartement,10.0,1.0,,
948,2016-03-25,95000.0,A,0,,,,,,Maison,86.0,4.0,sols,541.0
949,2015-04-29,290000.0,D,2,32.38,,,,,Appartement,30.0,2.0,,
950,2016-04-25,210000.0,B,3,91.5,,,,,Local industriel. commercial ou assimilé,78.0,0.0,,
951,2018-10-17,268000.0,D,1,,,,,,Appartement,25.0,1.0,,
952,2017-09-26,370000.0,C,1,34.12,,,,,Appartement,32.0,2.0,,
953,2016-12-14,55000.0,D,1,,,,,,Dépendance,,0.0,,
954,2019-10-29,6600000.0,C,5,,,,,662.35,Local industriel. commercial ou assimilé,666.0,0.0,,
955,2019-05-28,287900.0,D,1,25.34,,,,,Appartement,26.0,1.0,,
956,2018-11-05,1700000.0,C,2,64.6,89.5,,,,Appartement,44.0,1.0,,
957,2015-12-31,60000.0,D,1,,,,,,Appartement,9.0,1.0,,
958,2019-11-20,15000.0,C,1,,,,,,Local industriel. commercial ou assimilé,7.0,0.0,,
959,2016-11-02,400000.0,D,2,,53.84,,,,Appartement,50.0,2.0,,
960,2016-08-04,3813891.5,C,2,192.8,,,,,Appartement,193.0,4.0,,
961,2018-08-07,100000.0,B,2,78.06,,,,,Appartement,81.0,3.0,,
962,2017-05-10,1.0,D,1,,,,,,Appartement,30.0,2.0,,
963,2018-02-06,1010000.0,D,3,80.37,,,,,Appartement,64.0,3.0,,
964,2018-10-25,71000.0,A,0,,,,,,Maison,125.0,6.0,sols,380.0
965,2016-08-22,118600.0,C,1,10.7,,,,,Dépendance,,0.0,,
966,2015-10-29,178500.0,B,0,,,,,,Maison,135.0,7.0,sols,127.0
967,2016-12-02,686500.0,D,1,87.9,,,,,Appartement,90.0,3.0,,
968,2018-08-24,67900.0,B,1,36.6,,,,,Appartement,39.0,2.0,,
969,2016-04-08,589300.0,D,2,66.07,,,,,Appartement,60.0,3.0,,
970,2015-09-14,1582350.0,C,3,133.1,,20.1,,,Appartement,138.0,7.0,,
971,2015-04-16,31500.0,D,1,,,,,,Dépendance,,0.0,,
972,2018-06-28,237800.0,D,2,,21.26,,,,Appartement,22.0,1.0,,
973,2018-04-12,405000.0,D,1,31.61,,,,,Appartement,39.0,2.0,,
974,2017-07-19,94417.0,D,1,8.26,,,,,Dépendance,,0.0,,
975,2015-11-20,150000.0,B,1,86.7,,,,,Appartement,172.0,0.0,,
976,2016-10-14,401000.0,D,2,46.07,,,,,Appartement,48.0,3.0,,
977,2018-02-13,20000.0,D,3,,,,,,Appartement,40.0,2.0,,
978,2016-05-27,253000.0,B,0,,,,,,Maison,128.0,6.0,sols,453.0
979,2019-08-28,52000.0,A,0,,,,,,Maison,75.0,3.0,sols,222.0
980,2017-03-16,135000.0,B,0,,,,,,Maison,84.0,4.0,sols,201.0
981,2016-11-19,72500.0,B,1,,,,,,Dépendance,,0.0,,
982,2017-12-04,27556.0,D,1,,,,,,Appartement,200.0,6.0,,
983,2016-08-05,290000.0,B,1,70.66,,,,,Local industriel. commercial ou assimilé,114.0,0.0,,
984,2016-12-14,38000.0,B,1,55.5,,,,,Appartement,56.0,3.0,,
985,2019-09-17,1457500.0,C,2,,74.12,,,,Appartement,71.0,3.0,,
986,2018-07-11,250000.0,C,1,29.83,,,,,Appartement,29.0,2.0,,
987,2017-02-09,32000.0,C,1,,,,,,Dépendance,,0.0,,
988,2016-06-30,412000.0,C,1,36.0,,,,,Appartement,39.0,2.0,,
989,2017-07-11,215000.0,D,1,52.24,,,,,Local industriel. commercial ou assimilé,51.0,0.0,,
990,2019-07-18,1697000.0,C,4,155.09,,,,,Appartement,135.0,5.0,,
991,2017-11-17,785000.0,D,6,,,,,,Appartement,98.0,4.0,,
992,2018-07-24,585000.0,D,1,53.25,,,,,Appartement,52.0,2.0,,
993,2018-07-05,221000.0,B,0,,,,,,Maison,100.0,4.0,sols,448.0
994,2019-10-10,115000.0,D,1,11.44,,,,,Dépendance,,0.0,,
995,2017-11-24,513450.0,C,2,41.83,,,,,Appartement,46.0,3.0,,
996,2019-05-17,1250000.0,D,2,109.38,,,,,Appartement,111.0,5.0,,
997,2019-03-15,61000.0,B,2,58.12,,,,,Appartement,58.0,3.0,,
998,2019-04-05,150000.0,B,1,96.04,,,,,Appartement,120.0,5.0,,
999,2015-03-05,70000.0,D,1,,,,,,Dépendance,,0.0,,
1000,2018-08-29,75000.0,B,2,71.32,,,,,Appartement,70.0,3.0,,
1001,2019-05-28,1900000.0,C,1,,,,,,Appartement,46.0,1.0,,
1002,2019-04-05,135000.0,D,1,14.2,,,,,Dépendance,,0.0,,
1003,2017-07-24,95000.0,D,1,,,,,,Dépendance,,0.0,,
1004,2017-06-16,377530.0,D,1,38.15,,,,,Appartement,38.0,2.0,,
1005,2015-09-30,1200.0,D,1,,,,,,Dépendance,,0.0,,
1006,2016-07-28,125000.0,D,1,15.55,,,,,Dépendance,,0.0,,
1007,2016-06-29,250000.0,D,1,23.86,,,,,Appartement,26.0,1.0,,
1008,2019-03-12,72300.0,D,1,8.85,,,,,Dépendance,,0.0,,
1009,2019-10-01,295000.0,D,6,,,,31.79,,Appartement,31.0,1.0,,
1010,2019-12-12,45000.0,D,1,,,,,,Dépendance,,0.0,,
1011,2019-04-12,1510000.0,D,3,,,161.53,,,Appartement,175.0,3.0,,
1012,2017-08-04,37000.0,B,1,26.05,,,,,Appartement,27.0,1.0,,
1013,2018-09-20,38000.0,B,1,,,,,,Appartement,24.0,1.0,,
1014,2016-02-04,42500.0,D,1,,,,,,Dépendance,,0.0,,
1015,2018-12-20,235600.0,B,0,,,,,,Maison,180.0,5.0,sols,121.0
1016,2015-05-29,206500.0,D,1,21.03,,,,,Appartement,22.0,1.0,,
1017,2016-10-21,1200000.0,D,2,,114.61,,,,Appartement,120.0,5.0,,
1018,2016-11-24,200000.0,C,1,,,,,,Dépendance,,0.0,,
1019,2019-05-14,225000.0,D,1,19.77,,,,,Appartement,23.0,1.0,,
